itr.,error,수정전Date&Time,년,월,일,시각,시간,Date&Time,수위(m),유량(㎥/sec),해발표고,경주ASOS,토함산AWS,Unnamed: 14,시작,45852.375,끝,45994.958333333336,Unnamed: 19,142.58333333333576,28.516666666667152
1194,03:00:00,2025-09-02,2025,9,2,3,2025-09-02 03,2025-09-02 03:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1195,04:00:00,2025-09-02,2025,9,2,4,2025-09-02 04,2025-09-02 04:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1196,05:00:00,2025-09-02,2025,9,2,5,2025-09-02 05,2025-09-02 05:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1197,06:00:00,2025-09-02,2025,9,2,6,2025-09-02 06,2025-09-02 06:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1198,07:00:00,2025-09-02,2025,9,2,7,2025-09-02 07,2025-09-02 07:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1199,08:00:00,2025-09-02,2025,9,2,8,2025-09-02 08,2025-09-02 08:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1200,09:00:00,2025-09-02,2025,9,2,9,2025-09-02 09,2025-09-02 09:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1201,10:00:00,2025-09-02,2025,9,2,10,2025-09-02 10,2025-09-02 10:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1202,11:00:00,2025-09-02,2025,9,2,11,2025-09-02 11,2025-09-02 11:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1203,12:00:00,2025-09-02,2025,9,2,12,2025-09-02 12,2025-09-02 12:00:00,2.92,0.788,7.66,6.5,0.0,,,,,,,,
1204,13:00:00,2025-09-02,2025,9,2,13,2025-09-02 13,2025-09-02 13:00:00,2.93,0.818,7.67,4.1,7.5,,,,,,,,
1205,14:00:00,2025-09-02,2025,9,2,14,2025-09-02 14,2025-09-02 14:00:00,2.94,0.847,7.68,1.3,0.5,,,,,,,,
1206,15:00:00,2025-09-02,2025,9,2,15,2025-09-02 15,2025-09-02 15:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1207,16:00:00,2025-09-02,2025,9,2,16,2025-09-02 16,2025-09-02 16:00:00,2.94,0.847,7.68,0.1,0.0,,,,,,,,
1208,17:00:00,2025-09-02,2025,9,2,17,2025-09-02 17,2025-09-02 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1209,18:00:00,2025-09-02,2025,9,2,18,2025-09-02 18,2025-09-02 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1210,19:00:00,2025-09-02,2025,9,2,19,2025-09-02 19,2025-09-02 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1211,20:00:00,2025-09-02,2025,9,2,20,2025-09-02 20,2025-09-02 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1212,21:00:00,2025-09-02,2025,9,2,21,2025-09-02 21,2025-09-02 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1213,22:00:00,2025-09-02,2025,9,2,22,2025-09-02 22,2025-09-02 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1214,23:00:00,2025-09-02,2025,9,2,23,2025-09-02 23,2025-09-02 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1215,00:00:00,2025-09-03,2025,9,3,0,2025-09-03 00,2025-09-03 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1216,01:00:00,2025-09-03,2025,9,3,1,2025-09-03 01,2025-09-03 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1217,02:00:00,2025-09-03,2025,9,3,2,2025-09-03 02,2025-09-03 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1218,03:00:00,2025-09-03,2025,9,3,3,2025-09-03 03,2025-09-03 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1219,04:00:00,2025-09-03,2025,9,3,4,2025-09-03 04,2025-09-03 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1220,05:00:00,2025-09-03,2025,9,3,5,2025-09-03 05,2025-09-03 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1221,06:00:00,2025-09-03,2025,9,3,6,2025-09-03 06,2025-09-03 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1222,07:00:00,2025-09-03,2025,9,3,7,2025-09-03 07,2025-09-03 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1223,08:00:00,2025-09-03,2025,9,3,8,2025-09-03 08,2025-09-03 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1224,09:00:00,2025-09-03,2025,9,3,9,2025-09-03 09,2025-09-03 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1225,10:00:00,2025-09-03,2025,9,3,10,2025-09-03 10,2025-09-03 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1226,11:00:00,2025-09-03,2025,9,3,11,2025-09-03 11,2025-09-03 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1227,12:00:00,2025-09-03,2025,9,3,12,2025-09-03 12,2025-09-03 12:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1228,13:00:00,2025-09-03,2025,9,3,13,2025-09-03 13,2025-09-03 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1229,14:00:00,2025-09-03,2025,9,3,14,2025-09-03 14,2025-09-03 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1230,15:00:00,2025-09-03,2025,9,3,15,2025-09-03 15,2025-09-03 15:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1231,16:00:00,2025-09-03,2025,9,3,16,2025-09-03 16,2025-09-03 16:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1232,17:00:00,2025-09-03,2025,9,3,17,2025-09-03 17,2025-09-03 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1233,18:00:00,2025-09-03,2025,9,3,18,2025-09-03 18,2025-09-03 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1234,19:00:00,2025-09-03,2025,9,3,19,2025-09-03 19,2025-09-03 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1235,20:00:00,2025-09-03,2025,9,3,20,2025-09-03 20,2025-09-03 20:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1236,21:00:00,2025-09-03,2025,9,3,21,2025-09-03 21,2025-09-03 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1237,22:00:00,2025-09-03,2025,9,3,22,2025-09-03 22,2025-09-03 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1238,23:00:00,2025-09-03,2025,9,3,23,2025-09-03 23,2025-09-03 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1239,00:00:00,2025-09-04,2025,9,4,0,2025-09-04 00,2025-09-04 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1240,01:00:00,2025-09-04,2025,9,4,1,2025-09-04 01,2025-09-04 01:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1241,02:00:00,2025-09-04,2025,9,4,2,2025-09-04 02,2025-09-04 02:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1242,03:00:00,2025-09-04,2025,9,4,3,2025-09-04 03,2025-09-04 03:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1243,04:00:00,2025-09-04,2025,9,4,4,2025-09-04 04,2025-09-04 04:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1244,05:00:00,2025-09-04,2025,9,4,5,2025-09-04 05,2025-09-04 05:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1245,06:00:00,2025-09-04,2025,9,4,6,2025-09-04 06,2025-09-04 06:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1246,07:00:00,2025-09-04,2025,9,4,7,2025-09-04 07,2025-09-04 07:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1247,08:00:00,2025-09-04,2025,9,4,8,2025-09-04 08,2025-09-04 08:00:00,2.93,0.818,7.67,,0.5,,,,,,,,
1248,09:00:00,2025-09-04,2025,9,4,9,2025-09-04 09,2025-09-04 09:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1249,10:00:00,2025-09-04,2025,9,4,10,2025-09-04 10,2025-09-04 10:00:00,2.93,0.818,7.67,,0.5,,,,,,,,
1250,11:00:00,2025-09-04,2025,9,4,11,2025-09-04 11,2025-09-04 11:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1251,12:00:00,2025-09-04,2025,9,4,12,2025-09-04 12,2025-09-04 12:00:00,2.94,0.847,7.68,,1.0,,,,,,,,
1252,13:00:00,2025-09-04,2025,9,4,13,2025-09-04 13,2025-09-04 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1253,14:00:00,2025-09-04,2025,9,4,14,2025-09-04 14,2025-09-04 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1254,15:00:00,2025-09-04,2025,9,4,15,2025-09-04 15,2025-09-04 15:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1255,16:00:00,2025-09-04,2025,9,4,16,2025-09-04 16,2025-09-04 16:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1256,17:00:00,2025-09-04,2025,9,4,17,2025-09-04 17,2025-09-04 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1257,18:00:00,2025-09-04,2025,9,4,18,2025-09-04 18,2025-09-04 18:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1258,19:00:00,2025-09-04,2025,9,4,19,2025-09-04 19,2025-09-04 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1259,20:00:00,2025-09-04,2025,9,4,20,2025-09-04 20,2025-09-04 20:00:00,2.93,0.818,7.67,,21.0,,,,,,,,
1260,21:00:00,2025-09-04,2025,9,4,21,2025-09-04 21,2025-09-04 21:00:00,2.93,0.818,7.67,,13.0,,,,,,,,
1261,22:00:00,2025-09-04,2025,9,4,22,2025-09-04 22,2025-09-04 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1262,23:00:00,2025-09-04,2025,9,4,23,2025-09-04 23,2025-09-04 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1263,00:00:00,2025-09-05,2025,9,5,0,2025-09-05 00,2025-09-05 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1264,01:00:00,2025-09-05,2025,9,5,1,2025-09-05 01,2025-09-05 01:00:00,2.93,0.818,7.67,,0.5,,,,,,,,
1265,02:00:00,2025-09-05,2025,9,5,2,2025-09-05 02,2025-09-05 02:00:00,2.93,0.818,7.67,0.0,1.5,,,,,,,,
1266,03:00:00,2025-09-05,2025,9,5,3,2025-09-05 03,2025-09-05 03:00:00,2.93,0.818,7.67,0.1,0.0,,,,,,,,
1267,04:00:00,2025-09-05,2025,9,5,4,2025-09-05 04,2025-09-05 04:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1268,05:00:00,2025-09-05,2025,9,5,5,2025-09-05 05,2025-09-05 05:00:00,2.94,0.847,7.68,0.1,0.0,,,,,,,,
1269,06:00:00,2025-09-05,2025,9,5,6,2025-09-05 06,2025-09-05 06:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1270,07:00:00,2025-09-05,2025,9,5,7,2025-09-05 07,2025-09-05 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1271,08:00:00,2025-09-05,2025,9,5,8,2025-09-05 08,2025-09-05 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1272,09:00:00,2025-09-05,2025,9,5,9,2025-09-05 09,2025-09-05 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1273,10:00:00,2025-09-05,2025,9,5,10,2025-09-05 10,2025-09-05 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1274,11:00:00,2025-09-05,2025,9,5,11,2025-09-05 11,2025-09-05 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1275,12:00:00,2025-09-05,2025,9,5,12,2025-09-05 12,2025-09-05 12:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1276,13:00:00,2025-09-05,2025,9,5,13,2025-09-05 13,2025-09-05 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1277,14:00:00,2025-09-05,2025,9,5,14,2025-09-05 14,2025-09-05 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1278,15:00:00,2025-09-05,2025,9,5,15,2025-09-05 15,2025-09-05 15:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1279,16:00:00,2025-09-05,2025,9,5,16,2025-09-05 16,2025-09-05 16:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1280,17:00:00,2025-09-05,2025,9,5,17,2025-09-05 17,2025-09-05 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1281,18:00:00,2025-09-05,2025,9,5,18,2025-09-05 18,2025-09-05 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1282,19:00:00,2025-09-05,2025,9,5,19,2025-09-05 19,2025-09-05 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1283,20:00:00,2025-09-05,2025,9,5,20,2025-09-05 20,2025-09-05 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1284,21:00:00,2025-09-05,2025,9,5,21,2025-09-05 21,2025-09-05 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1285,22:00:00,2025-09-05,2025,9,5,22,2025-09-05 22,2025-09-05 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1286,23:00:00,2025-09-05,2025,9,5,23,2025-09-05 23,2025-09-05 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1287,00:00:00,2025-09-06,2025,9,6,0,2025-09-06 00,2025-09-06 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1288,01:00:00,2025-09-06,2025,9,6,1,2025-09-06 01,2025-09-06 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1289,02:00:00,2025-09-06,2025,9,6,2,2025-09-06 02,2025-09-06 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1290,03:00:00,2025-09-06,2025,9,6,3,2025-09-06 03,2025-09-06 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1291,04:00:00,2025-09-06,2025,9,6,4,2025-09-06 04,2025-09-06 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1292,05:00:00,2025-09-06,2025,9,6,5,2025-09-06 05,2025-09-06 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1293,06:00:00,2025-09-06,2025,9,6,6,2025-09-06 06,2025-09-06 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1294,07:00:00,2025-09-06,2025,9,6,7,2025-09-06 07,2025-09-06 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1295,08:00:00,2025-09-06,2025,9,6,8,2025-09-06 08,2025-09-06 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1296,09:00:00,2025-09-06,2025,9,6,9,2025-09-06 09,2025-09-06 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1297,10:00:00,2025-09-06,2025,9,6,10,2025-09-06 10,2025-09-06 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1298,11:00:00,2025-09-06,2025,9,6,11,2025-09-06 11,2025-09-06 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1299,12:00:00,2025-09-06,2025,9,6,12,2025-09-06 12,2025-09-06 12:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1300,13:00:00,2025-09-06,2025,9,6,13,2025-09-06 13,2025-09-06 13:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1301,14:00:00,2025-09-06,2025,9,6,14,2025-09-06 14,2025-09-06 14:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1302,15:00:00,2025-09-06,2025,9,6,15,2025-09-06 15,2025-09-06 15:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1303,16:00:00,2025-09-06,2025,9,6,16,2025-09-06 16,2025-09-06 16:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1304,17:00:00,2025-09-06,2025,9,6,17,2025-09-06 17,2025-09-06 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1305,18:00:00,2025-09-06,2025,9,6,18,2025-09-06 18,2025-09-06 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1306,19:00:00,2025-09-06,2025,9,6,19,2025-09-06 19,2025-09-06 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1307,20:00:00,2025-09-06,2025,9,6,20,2025-09-06 20,2025-09-06 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1308,21:00:00,2025-09-06,2025,9,6,21,2025-09-06 21,2025-09-06 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1309,22:00:00,2025-09-06,2025,9,6,22,2025-09-06 22,2025-09-06 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1310,23:00:00,2025-09-06,2025,9,6,23,2025-09-06 23,2025-09-06 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1311,00:00:00,2025-09-07,2025,9,7,0,2025-09-07 00,2025-09-07 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1312,01:00:00,2025-09-07,2025,9,7,1,2025-09-07 01,2025-09-07 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1313,02:00:00,2025-09-07,2025,9,7,2,2025-09-07 02,2025-09-07 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1314,03:00:00,2025-09-07,2025,9,7,3,2025-09-07 03,2025-09-07 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1315,04:00:00,2025-09-07,2025,9,7,4,2025-09-07 04,2025-09-07 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1316,05:00:00,2025-09-07,2025,9,7,5,2025-09-07 05,2025-09-07 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1317,06:00:00,2025-09-07,2025,9,7,6,2025-09-07 06,2025-09-07 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1318,07:00:00,2025-09-07,2025,9,7,7,2025-09-07 07,2025-09-07 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1319,08:00:00,2025-09-07,2025,9,7,8,2025-09-07 08,2025-09-07 08:00:00,2.94,0.847,7.68,0.1,0.0,,,,,,,,
1320,09:00:00,2025-09-07,2025,9,7,9,2025-09-07 09,2025-09-07 09:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1321,10:00:00,2025-09-07,2025,9,7,10,2025-09-07 10,2025-09-07 10:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1322,11:00:00,2025-09-07,2025,9,7,11,2025-09-07 11,2025-09-07 11:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1323,12:00:00,2025-09-07,2025,9,7,12,2025-09-07 12,2025-09-07 12:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1324,13:00:00,2025-09-07,2025,9,7,13,2025-09-07 13,2025-09-07 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1325,14:00:00,2025-09-07,2025,9,7,14,2025-09-07 14,2025-09-07 14:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1326,15:00:00,2025-09-07,2025,9,7,15,2025-09-07 15,2025-09-07 15:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1327,16:00:00,2025-09-07,2025,9,7,16,2025-09-07 16,2025-09-07 16:00:00,2.94,0.847,7.68,0.0,0.0,,,,,,,,
1328,17:00:00,2025-09-07,2025,9,7,17,2025-09-07 17,2025-09-07 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1329,18:00:00,2025-09-07,2025,9,7,18,2025-09-07 18,2025-09-07 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1330,19:00:00,2025-09-07,2025,9,7,19,2025-09-07 19,2025-09-07 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1331,20:00:00,2025-09-07,2025,9,7,20,2025-09-07 20,2025-09-07 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1332,21:00:00,2025-09-07,2025,9,7,21,2025-09-07 21,2025-09-07 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1333,22:00:00,2025-09-07,2025,9,7,22,2025-09-07 22,2025-09-07 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1334,23:00:00,2025-09-07,2025,9,7,23,2025-09-07 23,2025-09-07 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1335,00:00:00,2025-09-08,2025,9,8,0,2025-09-08 00,2025-09-08 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1336,01:00:00,2025-09-08,2025,9,8,1,2025-09-08 01,2025-09-08 01:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1337,02:00:00,2025-09-08,2025,9,8,2,2025-09-08 02,2025-09-08 02:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1338,03:00:00,2025-09-08,2025,9,8,3,2025-09-08 03,2025-09-08 03:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1339,04:00:00,2025-09-08,2025,9,8,4,2025-09-08 04,2025-09-08 04:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1340,05:00:00,2025-09-08,2025,9,8,5,2025-09-08 05,2025-09-08 05:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1341,06:00:00,2025-09-08,2025,9,8,6,2025-09-08 06,2025-09-08 06:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1342,07:00:00,2025-09-08,2025,9,8,7,2025-09-08 07,2025-09-08 07:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1343,08:00:00,2025-09-08,2025,9,8,8,2025-09-08 08,2025-09-08 08:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1344,09:00:00,2025-09-08,2025,9,8,9,2025-09-08 09,2025-09-08 09:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1345,10:00:00,2025-09-08,2025,9,8,10,2025-09-08 10,2025-09-08 10:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1346,11:00:00,2025-09-08,2025,9,8,11,2025-09-08 11,2025-09-08 11:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1347,12:00:00,2025-09-08,2025,9,8,12,2025-09-08 12,2025-09-08 12:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1348,13:00:00,2025-09-08,2025,9,8,13,2025-09-08 13,2025-09-08 13:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1349,14:00:00,2025-09-08,2025,9,8,14,2025-09-08 14,2025-09-08 14:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1350,15:00:00,2025-09-08,2025,9,8,15,2025-09-08 15,2025-09-08 15:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1351,16:00:00,2025-09-08,2025,9,8,16,2025-09-08 16,2025-09-08 16:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1352,17:00:00,2025-09-08,2025,9,8,17,2025-09-08 17,2025-09-08 17:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1353,18:00:00,2025-09-08,2025,9,8,18,2025-09-08 18,2025-09-08 18:00:00,2.93,0.818,7.67,0.0,0.0,,,,,,,,
1354,19:00:00,2025-09-08,2025,9,8,19,2025-09-08 19,2025-09-08 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1355,20:00:00,2025-09-08,2025,9,8,20,2025-09-08 20,2025-09-08 20:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1356,21:00:00,2025-09-08,2025,9,8,21,2025-09-08 21,2025-09-08 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1357,22:00:00,2025-09-08,2025,9,8,22,2025-09-08 22,2025-09-08 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1358,23:00:00,2025-09-08,2025,9,8,23,2025-09-08 23,2025-09-08 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1359,00:00:00,2025-09-09,2025,9,9,0,2025-09-09 00,2025-09-09 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1360,01:00:00,2025-09-09,2025,9,9,1,2025-09-09 01,2025-09-09 01:00:00,2.93,0.818,7.67,0.0,0.0,,,,,,,,
1361,02:00:00,2025-09-09,2025,9,9,2,2025-09-09 02,2025-09-09 02:00:00,2.93,0.818,7.67,0.0,0.0,,,,,,,,
1362,03:00:00,2025-09-09,2025,9,9,3,2025-09-09 03,2025-09-09 03:00:00,2.93,0.818,7.67,0.7,0.0,,,,,,,,
1363,04:00:00,2025-09-09,2025,9,9,4,2025-09-09 04,2025-09-09 04:00:00,2.93,0.818,7.67,9.4,3.0,,,,,,,,
1364,05:00:00,2025-09-09,2025,9,9,5,2025-09-09 05,2025-09-09 05:00:00,2.93,0.818,7.67,1.2,1.0,,,,,,,,
1365,06:00:00,2025-09-09,2025,9,9,6,2025-09-09 06,2025-09-09 06:00:00,2.93,0.818,7.67,4.8,1.5,,,,,,,,
1366,07:00:00,2025-09-09,2025,9,9,7,2025-09-09 07,2025-09-09 07:00:00,2.93,0.818,7.67,0.9,1.0,,,,,,,,
1367,08:00:00,2025-09-09,2025,9,9,8,2025-09-09 08,2025-09-09 08:00:00,2.93,0.818,7.67,2.4,0.5,,,,,,,,
1368,09:00:00,2025-09-09,2025,9,9,9,2025-09-09 09,2025-09-09 09:00:00,2.93,0.818,7.67,0.0,0.0,,,,,,,,
1369,10:00:00,2025-09-09,2025,9,9,10,2025-09-09 10,2025-09-09 10:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1370,11:00:00,2025-09-09,2025,9,9,11,2025-09-09 11,2025-09-09 11:00:00,2.93,0.818,7.67,0.5,0.0,,,,,,,,
1371,12:00:00,2025-09-09,2025,9,9,12,2025-09-09 12,2025-09-09 12:00:00,2.93,0.818,7.67,0.1,0.0,,,,,,,,
1372,13:00:00,2025-09-09,2025,9,9,13,2025-09-09 13,2025-09-09 13:00:00,2.93,0.818,7.67,0.0,0.0,,,,,,,,
1373,14:00:00,2025-09-09,2025,9,9,14,2025-09-09 14,2025-09-09 14:00:00,2.93,0.818,7.67,3.3,2.5,,,,,,,,
1374,15:00:00,2025-09-09,2025,9,9,15,2025-09-09 15,2025-09-09 15:00:00,2.93,0.818,7.67,0.4,0.5,,,,,,,,
1375,16:00:00,2025-09-09,2025,9,9,16,2025-09-09 16,2025-09-09 16:00:00,2.93,0.818,7.67,8.9,4.0,,,,,,,,
1376,17:00:00,2025-09-09,2025,9,9,17,2025-09-09 17,2025-09-09 17:00:00,2.93,0.818,7.67,4.0,4.0,,,,,,,,
1377,18:00:00,2025-09-09,2025,9,9,18,2025-09-09 18,2025-09-09 18:00:00,2.94,0.847,7.68,0.6,1.0,,,,,,,,
1378,19:00:00,2025-09-09,2025,9,9,19,2025-09-09 19,2025-09-09 19:00:00,2.94,0.847,7.68,0.3,0.5,,,,,,,,
1379,20:00:00,2025-09-09,2025,9,9,20,2025-09-09 20,2025-09-09 20:00:00,2.94,0.847,7.68,0.6,0.5,,,,,,,,
1380,21:00:00,2025-09-09,2025,9,9,21,2025-09-09 21,2025-09-09 21:00:00,2.94,0.847,7.68,0.4,0.0,,,,,,,,
1381,22:00:00,2025-09-09,2025,9,9,22,2025-09-09 22,2025-09-09 22:00:00,2.94,0.847,7.68,0.7,0.0,,,,,,,,
1382,23:00:00,2025-09-09,2025,9,9,23,2025-09-09 23,2025-09-09 23:00:00,2.94,0.847,7.68,0.2,0.5,,,,,,,,
1383,00:00:00,2025-09-10,2025,9,10,0,2025-09-10 00,2025-09-10 00:00:00,2.94,0.847,7.68,0.3,0.0,,,,,,,,
